Location,Property Type,Size (sqm),Number of Bedrooms,Number of Bathrooms,Number of Floors,Year Built,Parking Space,Furnished,Proximity to City Center (km),Proximity to Schools (km),Price (RWF)
Rusizi,House,176,3,2,2,1992,1,1,3.7152729606858426,0.7742447236776271,5634563
Nyamagabe,House,143,4,3,1,1992,0,1,4.505210343076749,2.4338077376585705,3266443
Rwamagana,Apartment,187,2,2,2,1994,1,1,4.604267936341997,2.4765249526784108,7425538
Nyamagabe,Apartment,208,1,1,3,2010,0,0,5.3617210627935386,4.884312442526995,4259335
Nyamagabe,Bungalow,141,2,1,2,2007,1,0,4.1071026780174025,2.110730920533345,1732989
Musanze,House,117,1,2,2,2006,0,1,7.666761798790602,2.4616448669591398,3436295
Rwamagana,House,50,3,1,3,1994,1,0,2.5008377622352733,0.9479947654276462,1153457
Kigali,Villa,122,2,1,1,2000,0,0,4.185416970888182,0.0,3780617
Kigali,House,95,3,1,1,2012,1,0,7.06430256097736,3.5902215038553678,3888851
Nyanza,Apartment,191,2,2,1,1983,0,0,9.345452146795346,0.0,4009243
Rusizi,House,184,2,2,1,2013,0,0,7.075774039617295,2.186614241770934,6682328
Nyanza,Apartment,160,2,1,1,2011,0,1,5.6919176215796305,2.236630883651606,-160003
Musanze,Apartment,181,1,3,2,2013,0,1,2.66022035859974,0.0,3369867
Gicumbi,Apartment,115,2,2,1,1992,0,1,4.948860764049534,1.4019583239549587,1604051
Huye,Apartment,157,3,2,1,2008,1,1,5.484255223226846,2.2499186944296254,3473314
Rusizi,Apartment,112,1,3,1,1999,0,0,4.959795843725982,1.3440062629028422,3253430
Nyamagabe,Bungalow,173,5,3,1,2017,0,1,3.051667809591545,1.495507827521935,5901041
Muhanga,Bungalow,208,3,1,1,2016,0,1,5.261230885514694,2.485072630684302,616189
Rusizi,House,73,4,3,1,2013,0,1,4.823154626080468,0.0,3710801
Nyanza,House,171,1,3,1,2020,0,1,9.220669920022,1.935645208524095,972996
Nyanza,House,110,2,3,3,1993,1,1,6.370097803207699,2.766014074739905,6746015
Gicumbi,House,180,1,2,1,2007,1,1,4.205717527767534,1.4236159723558515,4705961
Muhanga,Bungalow,146,1,2,2,2004,1,0,4.962538054721395,1.4381110466993086,1377071
Nyanza,House,165,1,2,3,1998,1,0,5.839241121652253,1.4996589394440476,3794375
Gicumbi,Apartment,107,4,2,3,2014,0,1,3.121691473256078,0.24118458550583677,6375608
Musanze,Villa,212,4,1,3,1990,0,0,0.0,1.229325217544715,3651820
Huye,Bungalow,134,3,2,2,1991,0,1,1.7160840553920664,2.2849503441539287,2584462
Nyanza,Apartment,134,1,1,2,2022,0,0,4.575154838897833,1.6180390217601934,4107795
Nyanza,House,148,3,3,3,2016,1,0,2.9629592546163988,1.543650393783863,4218029
Kigali,Apartment,94,4,2,2,2023,1,0,3.0488208211745604,1.5756006420161737,8288266
Rwamagana,House,162,1,1,3,2016,0,1,2.4414049474655877,2.939870106570291,5280372
Nyanza,House,90,2,2,2,2014,0,1,5.3687349634862125,3.726118170169645,3910070
Rusizi,Apartment,86,2,2,1,1981,1,0,4.67767159092077,1.4921019686141717,2922763
Nyamagabe,House,156,1,3,1,2009,0,0,5.056659169709889,3.2332586709045095,1491890
Rwamagana,Bungalow,139,4,1,3,1986,1,0,4.721563121959008,3.316603035470051,4349802
Huye,Bungalow,73,4,2,3,2005,1,0,3.5807094244425572,2.5658203342459003,5887454
Muhanga,Apartment,86,4,1,2,2016,0,1,5.763490615641851,2.965469552558538,4023272
Musanze,Bungalow,183,5,2,3,2015,1,0,2.93947458970686,1.4559274910318214,6525372
Kigali,Bungalow,234,3,1,3,2022,0,0,6.060039286944786,1.1554127107016563,3649218
Muhanga,Villa,186,1,1,2,1981,1,0,2.423343022063916,2.3162695830768967,4129464
Nyamagabe,Bungalow,138,3,2,3,2010,1,1,5.641210361367083,2.6522860950109477,1995201
Rubavu,Bungalow,139,4,1,2,1982,1,1,5.749847685778515,1.434221404058405,4787663
Rubavu,Villa,139,4,1,2,2004,1,1,5.573455045008412,1.602740125495298,4760323
Nyamagabe,Villa,109,1,3,1,2006,1,1,3.9681862766418003,2.7947108393772937,1232932
Rwamagana,Bungalow,186,2,2,3,2003,1,1,5.937748591882974,1.5834450525761143,4278456
Kigali,Bungalow,152,2,3,1,1992,1,0,7.735588799442651,1.774540488783836,2853517
Gicumbi,Bungalow,149,3,2,2,2022,0,0,2.936859796015342,1.7306113027563452,2858105
Gicumbi,Bungalow,148,2,3,2,2009,0,1,6.458778352666222,3.2809763513000023,5682925
Musanze,Apartment,99,4,2,2,2011,0,0,5.636496330646339,0.40461626341261137,2496310
Kigali,Villa,113,3,1,3,2014,1,0,3.727368070237159,0.8781814501242047,917966
Nyamagabe,House,144,2,3,2,1982,1,1,3.406259646250559,0.4411937463550537,3270697
Huye,Villa,121,3,2,3,2019,0,0,2.788397660953692,0.9114509545264746,-362760
Gicumbi,House,100,2,2,2,1985,0,0,4.821280306124992,2.5795098080118057,4703283
Rusizi,Apartment,100,4,1,3,1982,0,0,5.678589121810831,1.2510858423780642,5771827
Rubavu,Bungalow,129,4,1,1,1990,1,1,4.818072911315924,0.7012320591807899,5855846
Nyamagabe,House,153,5,3,2,2015,1,1,7.7281691184572665,1.9368262695968868,4846094
Nyanza,Villa,150,5,2,2,2007,0,0,4.506178905942263,0.7548393337625374,4537368
Rubavu,Apartment,162,5,1,1,2016,1,0,7.267630352297575,0.4366315130713556,2696936
Gicumbi,Villa,174,1,1,1,1995,0,1,3.101905706552853,1.6960700180114407,474027
Kigali,Villa,165,2,3,2,2011,0,1,5.216094489542163,1.528585032429901,4269531
Rwamagana,Villa,259,5,3,1,2022,1,1,0.0,3.0254543604366297,3740029
Huye,Bungalow,79,5,2,1,1994,0,1,5.575496697209393,3.075910295167757,3309166
Muhanga,Apartment,118,5,2,3,2018,1,0,7.96258677354551,3.310115991166235,6741765
Nyamagabe,Bungalow,239,2,3,1,2006,1,0,6.892697388887346,2.6807601572368633,4219088
Gicumbi,House,184,5,2,3,1988,1,0,1.8492469508884493,1.4871997237883992,2293346
Rwamagana,Villa,103,5,1,1,2016,1,0,5.223025473727123,1.8499769098813652,6346090
Huye,Bungalow,235,4,1,3,2011,0,1,6.153653025074594,2.3760560155570403,3658166
Huye,Villa,160,3,1,1,2010,1,1,3.0753160660438024,0.11949848264536489,5475331
Nyanza,Villa,122,1,1,1,2005,1,0,5.719374933563743,2.448002629602654,3947333
Kigali,House,137,1,3,2,1995,1,1,7.502714329272193,1.3063710139880294,4106090
Kigali,House,203,3,1,1,1988,1,1,6.604788245091588,0.7001330751017312,7877515
Nyanza,Villa,226,1,1,1,1989,0,1,3.1905426395957592,2.01468127144291,1560866
Huye,Bungalow,116,4,3,1,1988,1,0,6.95140254028426,2.305364602961255,2946529
Rubavu,Apartment,115,2,2,3,2022,1,0,6.183892484917378,1.2442197881982653,492843
Huye,Bungalow,50,1,3,3,2017,0,0,3.6474035955267308,2.8055343575859175,4115045
Nyanza,Villa,186,5,2,2,1980,1,1,2.664302588626739,1.6580280600589103,5736060
Huye,Bungalow,166,2,3,3,1997,1,1,7.846854503702632,3.935082963850184,5399632
Rwamagana,Apartment,163,1,3,3,2016,0,0,5.2762216007131615,0.577569945071911,6262069
Musanze,Bungalow,136,3,3,3,1989,0,0,6.438016629060045,2.1823720374860396,188172
Huye,Villa,127,3,2,1,2022,1,0,7.014698251187675,2.39718716583289,4039045
Rwamagana,Apartment,82,2,2,1,2008,1,1,7.470716041166314,2.0766023567072187,3684518
Huye,Apartment,172,1,3,2,2010,0,0,6.11854573211426,1.8634559135850395,-2059943
Huye,House,161,2,1,1,1994,0,1,2.718120431578666,1.596878702524422,639450
Nyanza,House,189,5,1,2,2022,1,1,3.1603751640099063,1.7478571730387191,3281250
Musanze,Bungalow,164,4,1,2,2012,1,0,4.972562808405569,3.555775448981797,3374321
Musanze,Apartment,147,1,2,3,2009,1,0,2.699614731913442,1.485259670361901,-105
Rwamagana,Bungalow,187,1,2,2,1988,1,1,0.0,3.728916938774743,1133852
Muhanga,Villa,70,1,1,2,2022,0,0,4.604487196291923,0.09713177546165697,3481128
Rwamagana,Bungalow,119,4,1,2,1998,0,0,4.224803302079982,2.984655644783726,4074337
Rubavu,Villa,185,3,3,3,1989,0,1,6.7270058947937725,3.0324629014664373,4208295
Gicumbi,Apartment,120,1,2,3,2004,1,0,4.865855245216728,1.5010637302342191,2558740
Musanze,Bungalow,182,5,2,1,1997,1,0,5.109259511250064,2.045175985414657,4287553
Rubavu,House,166,4,3,3,2012,1,0,6.650632052885514,3.5597521524667517,5760648
Kigali,Apartment,118,4,3,1,1987,0,1,3.997930632748012,1.948886417415829,2725804
Muhanga,Apartment,199,2,3,3,2001,1,0,5.990720985294489,2.390695166659122,1944167
Gicumbi,Villa,88,1,2,3,2005,1,1,4.462070792629327,3.2313741078790303,4565345
Nyamagabe,House,145,5,3,2,1989,1,1,4.1895529249108785,2.6853587319384786,4986188
Nyamagabe,Bungalow,213,5,2,1,2002,1,0,8.483577060892294,2.8250074218682135,3723026
Nyamagabe,House,151,3,3,2,1987,1,0,3.7245531558277563,0.9836061955868336,3903894
Rwamagana,Bungalow,160,1,1,1,1980,1,1,6.124302968682768,0.3594553035044932,5137393
Rwamagana,Bungalow,122,2,2,3,1982,0,0,4.124289282598846,4.076763063773404,2519077
Rubavu,Villa,81,1,1,2,2010,0,1,5.975478594497101,3.071030316106744,2441772
Rubavu,House,180,5,2,1,2019,0,1,5.187536958437221,2.761583779903644,9198791
Rusizi,Villa,122,3,2,1,1991,1,0,4.93887696603492,1.7951487926748333,2091883
Rusizi,Apartment,107,5,3,3,1985,0,1,7.381882123215162,1.5975933886835874,3482703
Nyanza,Bungalow,163,1,3,2,1993,0,1,5.162767676469886,0.918700520014829,4688648
Rubavu,Villa,179,1,1,1,1981,1,1,2.885230130453564,2.32437466738412,2059616
Kigali,Bungalow,200,2,2,3,2007,1,1,2.477862846059184,2.9126842435002427,4358588
Rusizi,Apartment,161,1,1,1,2023,1,0,8.400249033883082,1.3235235695841259,3838837
Rusizi,Villa,232,2,3,2,2003,1,1,5.811233713933843,1.3909025442205538,3579023
Muhanga,Villa,161,5,2,2,2019,0,1,4.477718154058356,3.583240306096264,4040542
Rwamagana,Apartment,65,5,3,1,2006,1,1,4.983928717242275,0.9936773793397344,3101229
Nyamagabe,House,161,5,1,3,1987,0,0,5.896836395038295,1.5304119123922653,1475028
Huye,Bungalow,208,4,3,2,2021,1,0,3.090138465193644,3.120035690758034,8224632
Kigali,Villa,159,3,1,2,1985,0,0,1.555545769498179,0.3383786986908166,5765640
Nyanza,House,152,3,1,2,1994,1,0,0.138448146970374,1.9108007010956412,7379243
Kigali,House,83,5,1,1,1990,0,0,6.936867310396687,2.5164035057310494,4770856
Nyamagabe,Villa,101,1,3,3,1985,0,0,8.432008798495463,3.300948086034099,2062081
Nyamagabe,Bungalow,265,3,3,1,2000,1,1,5.747858665371437,2.3600295245589615,1848744
Gicumbi,House,240,4,1,1,1985,0,0,6.559704321483631,2.0709641064533795,5477035
Rubavu,Villa,184,4,1,2,1994,0,1,3.8594813789251035,1.7695723979486442,4584319
Muhanga,House,113,2,2,2,1996,1,1,4.763991917724872,1.185233655944046,3241859
Huye,Apartment,218,4,3,2,2003,1,1,4.367905221622721,2.248457157834869,6148136
Rubavu,House,185,1,3,3,2020,0,0,4.072115378923356,2.907130283703497,4101381
Musanze,Bungalow,50,5,2,2,2009,1,0,2.899092845511835,1.6212644960281364,5971603
Kigali,Bungalow,122,2,2,1,2001,1,1,7.9167051861394935,0.6563599139021903,4836895
Rubavu,Apartment,185,3,2,3,2007,0,1,6.005051719041881,0.9460994331171628,3344323
Muhanga,Bungalow,189,4,1,2,1984,0,0,7.027000148810385,1.5385411857834626,2961463
Rusizi,Bungalow,216,1,3,3,1995,0,1,5.3955945987813845,0.0,3897060
Musanze,House,175,3,3,1,1996,0,1,7.843669541880281,1.0130454996751268,4181471
Kigali,Bungalow,82,5,2,1,1986,1,0,6.7033092553864835,1.0301298193177535,4861870
Rubavu,Villa,50,2,1,2,2014,0,0,6.248411997574447,2.616577643749958,-346567
Gicumbi,Apartment,237,1,3,1,2023,1,1,4.111184751160488,0.8558760420276816,2353747
Nyanza,House,107,2,2,3,2007,1,0,6.33677675626612,2.269558851712418,-433636
Kigali,Villa,258,4,1,3,2009,1,0,6.911558862115443,1.3997090743537892,3172305
Muhanga,Villa,183,3,1,1,2023,1,0,5.818436816432603,3.6823605840909526,5966941
Huye,House,128,1,2,1,2004,0,0,7.810852933294852,0.5573048660888158,3444932
Rubavu,House,89,1,3,3,1980,1,0,1.5250992926468894,0.7498236264292983,2329066
Rwamagana,Bungalow,179,3,3,2,2000,1,1,5.60878598541198,2.147635580526174,5259204
Gicumbi,House,189,1,2,1,1996,1,0,3.932717253296146,0.42274960301683073,1330716
Musanze,Apartment,115,5,1,1,1987,1,1,0.853436151680774,1.371350727583915,3460102
Huye,Bungalow,177,1,2,2,1987,1,0,5.259603552073052,3.0281840233767063,2752174
Kigali,House,128,5,1,2,2006,1,1,4.915259028885319,3.6482621748643376,3281428
Rwamagana,House,156,3,2,2,1998,1,1,7.752614420007829,0.8793382246642987,5461532
Gicumbi,House,115,5,2,1,2002,0,1,4.263305398445934,0.731880373965117,2412554
Nyamagabe,House,153,4,2,3,2017,1,0,3.063522746606885,0.3130968758942281,5701850
Nyanza,Apartment,123,3,1,2,2022,0,0,4.99425399867509,2.557449570936995,6681737
Rusizi,House,81,3,3,2,1992,0,0,9.76815009658813,1.940400815139188,83283
Rusizi,Villa,244,1,3,3,2010,1,0,2.7609499864974523,1.6207972770991987,6263918
Nyamagabe,Apartment,109,3,2,2,1988,0,1,3.0390074917648837,1.2001147104651557,3962266
Musanze,House,137,3,1,2,2020,0,1,7.487322477815749,2.7980754831053254,3810339
Huye,Bungalow,198,1,3,2,2002,0,0,6.279832404153183,1.9248714908605862,2846767
Rubavu,House,99,5,1,1,2015,1,1,4.664901188280608,1.8990223782335927,2551275
Nyamagabe,House,146,1,1,3,1983,0,0,4.544792407666015,2.298536112673014,991814
Rusizi,Villa,137,3,2,1,2018,0,0,5.954770877719509,2.0338631157089377,4801462
Nyamagabe,Villa,78,2,2,2,2011,1,0,4.357590996455747,0.9975486868412631,4292699
Muhanga,Villa,113,3,3,3,2000,1,1,6.876251578983764,0.47705848849589416,2549234
Rusizi,Villa,84,5,2,3,2013,1,0,6.502358404690899,2.2020938641388317,5226540
Rwamagana,Apartment,225,4,1,1,2012,1,0,5.504701456450373,1.9182578480158232,7833492
Huye,House,180,1,2,2,1993,1,0,4.309837367925174,0.9639246036202449,2416371
Kigali,Villa,191,1,1,3,1999,1,1,4.123819611146376,1.1254543820671734,3398429
Rwamagana,Villa,220,2,3,3,2004,0,1,4.439401890560764,1.4036991357603434,7073161
Rubavu,Villa,87,5,3,1,2003,0,1,2.923929431599948,2.848799288209422,6937063
Nyamagabe,House,133,5,2,1,2000,1,0,6.656728228270068,2.8491779656554965,4910758
Rusizi,Bungalow,82,2,1,1,2003,1,0,4.761665677683433,2.4236640270879386,-539690
Nyamagabe,Apartment,110,2,1,2,1983,0,1,6.769523107546182,2.7269320341800576,1076223
Muhanga,House,144,2,2,3,2013,0,1,8.075627103522246,1.247763474841722,5133361
Musanze,House,184,3,2,2,2009,0,1,2.5757019789228517,0.6974398126589139,6094366
Gicumbi,House,181,4,3,3,2016,1,1,0.6912280574086243,0.9286657498196442,8425600
Kigali,Bungalow,122,2,1,3,1989,1,0,3.4495367700239,1.7113588787442473,1575536
Rusizi,Villa,77,4,1,3,2011,1,1,4.1459437300284305,2.557030498692246,3268346
Muhanga,Bungalow,91,3,2,1,1994,0,0,3.889003391061877,0.002055449406093368,2662126
Rusizi,House,176,3,3,2,1988,1,0,3.7796525403132835,1.146734274946219,3199936
Musanze,Bungalow,148,3,3,3,1996,0,1,5.796994033532504,3.837670656351981,4633846
Rusizi,Bungalow,195,1,1,2,2008,1,1,5.95325769530084,0.7838657590565914,2829036
Muhanga,House,227,4,3,2,2015,0,0,6.234974814736773,2.337810435610505,3717710
Rwamagana,House,280,3,1,1,1991,0,1,6.29271899012738,2.4434397691326293,3234352
Nyanza,Bungalow,199,4,3,2,2015,1,0,3.445502835047728,2.128003267349168,4641201
Gicumbi,House,94,4,1,1,1996,1,0,2.8326509153192077,0.7878791380405132,-1209208
Huye,Bungalow,162,1,2,2,2023,0,1,4.618942296922655,1.2987117646382262,3361665
Musanze,House,203,5,2,3,1991,0,1,6.175188538813234,1.6089828839019837,4073236
Nyanza,Apartment,175,3,2,3,2002,1,0,6.651853621608886,1.820254201643461,5021251
Nyanza,Bungalow,162,1,1,1,1980,0,0,3.184712415081147,2.0238723983849187,2161697
Rwamagana,Bungalow,235,1,2,1,2021,1,1,7.6715189589816575,2.4061668394323172,4561920
Nyamagabe,Bungalow,148,2,3,3,2018,0,1,6.715129545651678,2.912451003552124,3444779
Nyanza,Apartment,159,3,2,1,1997,0,0,5.175134973023459,2.516987432358336,5522814
Gicumbi,Bungalow,157,4,2,3,1980,1,0,5.459192076241649,2.28262387232905,6170008
Kigali,Apartment,118,5,2,2,2003,0,1,0.6652670589991772,3.9715841128383023,5174987
Rwamagana,Apartment,215,4,1,2,2020,0,0,5.580201575771918,1.679069674399843,4233915
Kigali,Bungalow,130,3,2,3,2014,0,1,3.7651939690166865,0.5135344688608547,3900367
Muhanga,House,159,3,1,2,2008,0,0,6.870374136837239,2.2285425011586923,4379681
Rwamagana,Bungalow,73,5,2,2,1983,1,0,2.70307174295264,3.161168771768052,3081500
Huye,Villa,154,5,2,3,1994,1,0,4.766072184921447,2.0103730828743376,7004442
Rusizi,Bungalow,121,4,3,3,2003,1,0,8.048131521362984,1.679851877230006,5759669
Rwamagana,Apartment,145,1,2,1,1989,1,1,6.681093885362703,1.180785671962036,2756120
Musanze,Villa,172,3,3,3,1981,1,1,8.27192252399756,2.798010771151293,2506849
Huye,Bungalow,148,1,1,2,1997,0,1,2.4899257401160493,2.1463674017355014,4196847
Musanze,Bungalow,160,2,3,2,2023,0,0,3.569013585485491,3.3823999283824264,550998
Rusizi,Apartment,125,1,1,3,2020,1,0,7.16160326254556,2.4282446938022084,-308746
Rusizi,House,73,2,2,1,1987,0,1,5.595347769293359,1.6481302982724149,2354110
Gicumbi,Villa,149,3,3,3,2003,1,0,2.887337135056823,1.72646767600849,5214929
Musanze,Bungalow,225,1,3,2,2022,0,1,5.336291723137768,1.1797275163574552,246051
Rusizi,House,109,1,2,3,1991,1,1,7.059799107761806,2.403123433517717,1948559
Rwamagana,Bungalow,206,1,1,1,2006,0,1,4.3010875991997235,3.243684976656658,6008961
Nyamagabe,Villa,61,5,2,1,2002,1,1,3.2705617839689602,1.8432110688965895,-21863
Rusizi,Apartment,138,5,3,3,2008,1,0,6.686483527345014,0.5699134497219653,1482838
Huye,House,114,1,2,1,2018,0,0,3.9588261285580755,2.294620143588414,2944316
Kigali,Apartment,126,4,3,2,2010,1,0,3.9972717758978855,1.4504013673961,6186982
Gicumbi,House,180,3,2,1,2021,1,0,6.527633958581621,1.1977995336301994,5863513
Rubavu,House,211,5,1,3,1996,1,0,8.040991778772113,1.2580376916962035,5027801
Musanze,Bungalow,73,4,2,3,1980,1,1,9.996265732482044,3.2205230153400164,1750205
Nyamagabe,Apartment,167,1,2,3,1997,1,0,6.862092608091808,4.011681240761726,1416700
Nyamagabe,Bungalow,82,3,2,3,2011,0,0,4.246304234407426,0.07969834839852652,4818348
Rusizi,Apartment,160,1,1,3,2013,1,1,4.230199238547552,2.3904163649175256,119098
Nyanza,Bungalow,116,1,2,1,1996,1,0,4.6116090109530115,3.8124978615975715,7168521
Gicumbi,Villa,157,1,2,1,1997,1,0,5.23624627015742,2.892368847817286,2078455
Nyamagabe,Bungalow,245,3,1,2,2009,0,0,6.1267818934806435,1.3240491479233643,3829531
Rubavu,House,134,2,3,2,2005,0,0,3.892940608741744,1.520471907942903,5381198
Kigali,Bungalow,131,5,3,1,2023,0,1,5.550401686455601,4.514905194772757,3586829
Rubavu,Villa,139,2,3,2,2019,0,1,5.722309569211808,3.648648789575495,2750820
Musanze,Apartment,193,2,3,2,1998,1,1,2.641015576420811,2.4606431828770146,4049611
Rubavu,Bungalow,112,2,1,2,1999,0,0,5.618925389560261,1.2176884232102507,-2418488
Rwamagana,House,92,3,3,3,2003,0,0,3.2532010436021044,2.2256370353408395,3605537
Huye,Apartment,163,2,1,1,2021,1,0,5.727411650072346,3.628576833253055,2609816
Rubavu,House,181,1,2,1,2003,1,0,6.094531613963415,2.211725369389129,2961574
Muhanga,House,172,4,3,3,1986,1,0,3.612498430161539,2.67854974842892,4669505
Gicumbi,House,204,4,1,3,1996,1,0,0.2371485191608178,0.8511073611837681,3847312
Kigali,Bungalow,190,3,3,3,2021,0,0,5.991799222317475,2.919601352445458,5351600
Gicumbi,Bungalow,162,2,1,2,2000,1,0,4.078775416363181,0.0,6682242
Muhanga,Bungalow,174,4,2,3,1988,1,0,6.831612493686873,2.5669866836206943,5184491
Kigali,Apartment,93,1,2,3,2017,1,1,5.122344845638898,1.3845034942210663,3710758
Muhanga,Bungalow,56,1,3,3,1996,1,0,3.6597039293643503,2.7190415109925334,2745861
Nyamagabe,Apartment,60,4,2,2,2008,0,0,8.195691305659102,1.804956424712292,1538378
Kigali,Villa,220,5,1,3,1997,0,1,5.522341004845765,2.447337337189181,6283388
Rubavu,Bungalow,235,1,2,3,1999,1,1,2.698540343109,2.2554894512136663,4293880
Kigali,Apartment,153,3,1,3,2016,0,0,6.518662981128736,0.0008076690712208734,2299157
Rubavu,Apartment,193,5,3,1,2016,1,1,3.7361258536548947,0.45166928268349826,6052930
Gicumbi,Villa,168,5,2,3,1982,0,1,4.4004674402021955,1.8921760923318647,4889850
Huye,Apartment,130,4,1,2,1991,0,0,3.0281393192747124,0.5761338373172766,6012534
Musanze,Villa,144,2,2,3,1993,1,1,5.591345098131983,1.2386296704333937,3852318
Rusizi,Villa,97,1,3,2,2006,0,0,3.8457492166525693,1.8452273710495124,-344792
Huye,Villa,198,4,3,3,1997,0,0,6.153075777978971,2.7289286051896027,4360465
Musanze,Villa,129,2,1,1,1997,1,1,6.24274066275652,2.8624716691511436,2029310
Nyanza,House,109,5,2,3,1981,1,0,5.6162699825815885,1.5363291919532946,5280991
Nyamagabe,Bungalow,170,2,1,2,1994,0,0,6.983412217817493,0.0,4373644
Rubavu,Bungalow,116,4,3,2,1986,1,1,4.523378472610153,1.5785047571377866,7513585
Rusizi,Apartment,92,1,3,2,2013,0,1,0.5009005481619893,1.9359297597991039,4754240
Huye,Villa,208,1,1,2,2004,0,1,5.976607770805753,1.7394094426637077,4068827
Rubavu,House,163,4,1,3,2000,1,0,7.170323761678895,1.3949636044620657,7273805
Rusizi,Villa,197,3,1,1,1984,1,0,4.261118447783316,1.6867760291783476,5698804
Musanze,Bungalow,161,4,3,1,1997,0,1,3.167791519783691,2.651123514663452,5016279
Rwamagana,Bungalow,140,1,2,1,2004,1,0,9.615596697124491,3.2657192989605432,4971234
Nyamagabe,Bungalow,104,1,1,1,2017,1,0,7.542651694375108,1.8575631696789077,4079747
Nyanza,House,135,4,1,3,2017,1,0,4.137408731243186,2.101004975895638,152390
Nyanza,Apartment,220,1,3,1,2023,1,1,4.13322369315048,3.134153118714738,4298420
Nyamagabe,Bungalow,242,1,1,3,1982,0,0,5.359342566579782,1.6806293690063612,4521105
Musanze,Bungalow,177,2,1,3,2022,0,0,4.5299000127471265,2.6092141384132463,7109108
Gicumbi,Villa,130,2,2,2,1997,0,0,5.28075113471403,2.3339887121142344,4580630
Musanze,Villa,77,1,3,2,2003,1,1,8.266230350143935,1.1953830651328534,5735073
Musanze,Apartment,108,5,2,1,1988,0,1,5.529244622110165,1.8992205382977076,2216984
Nyanza,Bungalow,205,1,1,2,1989,1,1,7.5624158562567185,2.165556043499166,4815082
Muhanga,Apartment,115,2,3,2,2000,1,0,4.938975173214505,0.0,2109544
Muhanga,Bungalow,135,2,3,1,2009,1,1,3.358728367023126,2.3103345129381863,2950231
Rwamagana,Villa,124,4,3,1,2021,1,1,4.824019217520309,3.340738480175043,4844249
Gicumbi,Bungalow,131,5,2,3,1989,0,1,2.4156403818951073,2.7716539373555045,5946005
Muhanga,Villa,117,2,1,3,2017,0,1,6.273417523486213,3.111885229053637,3855404
Rubavu,House,144,4,3,1,1993,0,1,4.404899218771084,2.8090487030515776,4647792
Muhanga,Bungalow,53,3,1,1,2023,1,0,5.843904871428196,3.3371130755088934,5642938
Huye,Villa,110,1,2,3,2002,0,1,5.677557917414592,1.6477978747039275,-395482
Rusizi,House,191,1,1,1,2009,1,1,7.963266749077178,2.9123683119243378,-166911
Kigali,House,198,3,3,1,2008,0,1,5.215951714456289,1.5498464142506945,141453
Rubavu,Apartment,166,3,3,3,2020,0,1,6.1684357916018415,1.4624819975907513,4852146
