Location,Property_Type,Size_sqm,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_Floors,Year_Built,Parking_Space,Furnished,Proximity_to_City_Center_km,Proximity_to_Schools_km,Security_Features,Price_RWF
Kicukiro,Apartment,98,4,2,1,2007,0,1,7.834568514,1.754839088,0,1316022
Gacuriro,Bungalow,122,3,3,1,1991,1,1,5.335102114,0.310612948,1,5365359
Kicukiro,Villa,162,4,3,3,1989,1,1,5.266688694,4.541406804,1,5175748
Kibagabaga,Bungalow,88,5,2,3,1983,1,1,2.975982314,2.08967873,1,3349871
Kicukiro,Apartment,211,5,1,1,1987,1,0,5.240007235,2.538211036,0,1862152
Kibagabaga,Bungalow,127,1,1,3,1991,0,1,7.642778556,2.227257716,1,4628400
Kicukiro,Bungalow,220,1,3,3,1998,1,0,4.270355031,2.089776031,1,5397706
Kimironko,Apartment,157,1,3,3,2009,1,0,6.67766677,2.86339401,1,1145517
Kicukiro,House,210,5,2,3,1985,1,0,0,1.37874147,0,4697219
Remera,Bungalow,83,3,3,2,2010,1,1,5.709911217,1.991063086,1,2451327
Kacyiru,Villa,141,5,3,1,1984,1,0,7.544904219,2.772275007,0,6548026
Kimironko,Villa,133,4,2,3,2023,1,0,2.730014724,1.949259956,1,5308279
Remera,Apartment,227,4,1,1,1990,1,1,5.310746136,2.137410097,1,6813962
Kibagabaga,Villa,50,2,2,3,2021,0,1,5.495470712,1.302725194,1,5530430
Remera,Villa,120,4,3,2,2016,0,0,7.358666089,0.176894497,0,7679855
Gacuriro,House,64,5,1,2,1999,0,1,4.416423968,2.085188527,0,5622218
Kanombe,Apartment,50,2,2,3,2009,1,0,5.060683477,2.763111379,1,1708544
Remera,House,210,1,2,3,2020,1,0,3.368760748,1.405237378,0,2575916
Nyamirambo,Apartment,125,1,2,2,2021,0,0,5.935329015,0.716886651,1,3615459
Nyamirambo,Apartment,234,1,3,2,1996,0,0,3.78982783,1.9707699,1,1400708
Kibagabaga,Bungalow,217,4,1,1,2001,1,1,8.87892999,2.413886854,0,9750642
Kanombe,Apartment,127,3,1,2,2003,0,0,4.909067666,2.379922372,0,3321467
Kanombe,House,67,3,1,3,2002,0,1,5.523897666,1.607045178,1,3606450
Kibagabaga,Bungalow,132,5,2,1,2016,1,1,4.503805203,3.932373551,0,3240214
Kicukiro,Bungalow,163,2,1,1,1997,1,1,5.379868643,3.010235949,1,3853067
Kacyiru,Bungalow,148,1,2,3,1995,1,0,2.492180399,3.588173396,0,-1552004
Kicukiro,Bungalow,177,4,2,1,2002,1,1,4.496152209,1.920478032,0,5141190
Remera,Bungalow,133,2,1,2,2005,1,1,1.14907385,3.516952169,1,4592077
Kimironko,Apartment,109,1,1,2,2020,0,0,2.534128189,3.316388237,1,2364226
Kicukiro,Bungalow,54,4,3,1,1992,1,1,6.869241582,3.523173858,1,2195724
Remera,Bungalow,83,1,2,2,2012,1,1,2.576378683,2.54496953,0,2917579
Kacyiru,Villa,187,3,3,1,1983,0,1,5.683446068,0.568072999,1,7468420
Remera,House,139,1,3,1,1984,0,0,4.310354888,2.090017064,1,2275911
Nyamirambo,Villa,148,2,1,1,2019,1,1,7.109312726,2.027665807,1,-102920
Nyamirambo,Apartment,167,1,3,3,2020,1,1,2.865863588,2.837961236,1,1671347
Nyarutarama,Villa,91,5,3,2,1996,1,0,7.039070118,1.539890624,1,4513515
Kicukiro,Villa,134,2,2,2,2001,0,1,3.00997221,1.416649456,1,3619683
Kicukiro,House,193,2,3,3,1987,1,1,3.117991266,3.464286485,1,5658826
Remera,House,110,5,2,1,2018,1,1,3.686300889,1.197063508,1,1766772
Kibagabaga,Apartment,76,1,2,2,2007,1,1,4.853939214,2.167245994,1,2461793
Kimironko,Bungalow,139,1,1,3,1993,0,1,3.106818102,2.517921883,1,2899383
Kacyiru,House,112,4,2,1,2017,1,0,5.868822821,2.265321023,0,4934313
Kibagabaga,Villa,146,1,2,1,2004,1,1,11.70784189,2.485346427,1,2740124
Kicukiro,Villa,135,3,2,2,2006,0,0,8.070355673,2.209602117,0,1977390
Kimironko,Bungalow,128,5,3,1,2017,1,1,3.949203676,2.428955635,1,4991635
Kibagabaga,Bungalow,187,2,3,3,1997,1,0,2.708606585,1.82091234,1,4421515
Gacuriro,Apartment,126,3,1,2,2017,1,1,8.331853056,2.733079947,1,3185187
Kicukiro,Villa,133,4,1,2,1997,1,1,6.641773266,0.41863945,0,8467026
Gacuriro,Villa,161,2,2,3,2016,1,0,5.302529779,3.394763085,0,5661281
Kimironko,Apartment,139,3,3,1,2022,1,0,2.574866891,0,0,5228900
Kicukiro,Bungalow,59,1,1,3,2016,1,0,2.316269817,1.533221052,1,-795585
Kibagabaga,Bungalow,193,2,3,1,2000,1,1,4.226792664,1.286559812,0,4067346
Remera,Apartment,177,3,2,1,2010,1,1,3.808458941,2.32763462,1,9454234
Nyamirambo,Villa,123,4,3,1,2011,0,1,2.329650048,0.292722386,1,2659020
Nyamirambo,Apartment,117,2,3,3,1985,1,0,3.395036944,3.264879426,0,1103045
Remera,House,52,3,3,2,1987,0,0,6.337703542,1.291494352,1,4960399
Remera,House,151,3,3,3,2010,1,1,3.017002493,0.424610716,1,4974369
Kicukiro,Villa,118,2,2,3,2001,0,1,6.316309612,1.897881788,1,5021083
Kimironko,Bungalow,198,2,1,3,1992,1,1,3.80225431,4.726007715,0,2327298
Kanombe,House,130,3,3,1,1983,1,0,5.690915781,1.279147246,1,4605193
Kacyiru,Apartment,128,2,1,2,2018,1,0,4.595308195,1.747076223,1,1113781
Nyarutarama,Apartment,174,1,1,2,2003,0,0,3.434635451,2.343421708,0,2858813
Kicukiro,Apartment,156,5,2,2,2004,1,0,5.697065172,0.086786897,1,5869213
Kacyiru,Bungalow,91,3,3,2,2016,0,1,5.373313824,0.893121276,1,5515751
Kibagabaga,Bungalow,200,4,1,1,2006,1,0,1.165343151,0.142664987,1,7590116
Kanombe,Villa,145,3,2,2,2022,1,1,5.76065411,2.182998486,0,2939446
Remera,Bungalow,70,4,1,2,1995,1,1,4.436541513,4.291385614,1,4124286
Gacuriro,House,162,3,1,2,1998,1,0,4.860101594,2.042475124,1,5882934
Kicukiro,Bungalow,79,1,1,1,2023,1,0,0.846925336,0.808702213,1,1533069
Nyarutarama,Villa,78,3,2,2,1996,1,0,7.555821161,1.795873265,1,5733050
Nyarutarama,Apartment,212,3,1,3,2006,1,0,2.318364631,2.093372158,1,1577387
Nyamirambo,Villa,93,2,2,1,1985,1,1,1.928891124,1.390494207,1,2083506
Kanombe,Villa,136,5,3,1,1992,0,0,6.133523695,1.197612515,1,5063694
Kimironko,Bungalow,153,4,2,1,1983,0,0,6.776275363,0.77767578,0,5824102
Kanombe,Apartment,125,5,1,2,2010,0,1,5.033330343,1.482258068,1,6467808
Nyarutarama,Bungalow,84,4,2,2,2016,1,1,5.449719488,2.972455308,1,4934253
Kacyiru,Villa,140,1,3,1,1987,1,1,6.577919177,1.086938075,1,995083
Nyamirambo,Bungalow,95,2,2,2,2023,1,0,7.476238299,3.043185585,0,-339876
Kanombe,Villa,198,2,1,2,1983,1,0,6.229703602,2.323410629,0,2109044
Kimironko,House,84,5,3,3,1994,1,1,1.930266214,0.535915844,0,3774323
Kimironko,Bungalow,95,2,3,1,2002,1,1,5.944065241,3.718772709,0,2780694
Kacyiru,Villa,154,5,2,1,1994,1,0,5.201424859,0.012955911,1,7337728
Remera,House,103,4,3,3,1998,0,1,9.286190921,3.214482655,1,4964784
Kicukiro,Villa,226,3,1,1,2010,0,1,7.485085285,0.775296147,0,4391421
Kimironko,Apartment,172,4,1,1,1988,0,1,6.151792045,2.107678568,1,5190883
Remera,House,99,3,3,2,2011,0,0,4.608705303,2.188113865,0,3924510
Nyarutarama,Apartment,196,4,1,2,2011,1,0,3.198982359,0,1,5425726
Kimironko,Apartment,58,1,1,1,1999,0,0,5.60275782,2.067602023,1,895619
Kacyiru,Bungalow,224,3,1,2,2012,0,0,4.843698799,0.666660341,1,3432316
Kanombe,Apartment,165,4,1,1,1996,1,1,9.846358756,3.58599728,0,4858529
Gacuriro,Apartment,131,4,3,1,1992,1,1,2.894292566,2.73347426,0,5377622
Kimironko,Villa,165,4,1,3,2003,1,0,5.013896797,1.493530006,1,2891929
Kanombe,Villa,170,2,3,3,1987,0,0,2.310604606,0.540769221,1,909102
Gacuriro,Apartment,163,2,3,2,1982,1,1,2.140705341,2.22281042,1,1346473
Gacuriro,House,180,4,3,1,1996,1,0,3.993507383,0.672978872,1,4320278
Gacuriro,Apartment,133,5,2,3,1981,1,0,4.861805572,1.900061779,0,3910872
Kacyiru,Apartment,179,5,3,2,2012,1,0,5.007670583,3.230774286,0,2411177
Kimironko,House,215,5,3,1,1990,1,1,3.847734719,1.724652177,1,10312674
Kicukiro,Apartment,124,4,1,1,1995,0,1,6.621444971,1.855695233,1,3215254
Kicukiro,Bungalow,105,2,3,2,1999,0,0,7.275094114,1.974501246,1,4659038
Nyamirambo,Villa,89,2,2,3,1997,1,0,5.760930724,1.887898567,1,2015178
Kanombe,Villa,186,5,1,1,1980,0,1,5.970532533,2.928929956,1,2041790
Kibagabaga,Villa,120,4,3,3,2004,1,1,3.538716144,1.598574333,1,7228654
Kimironko,Bungalow,164,5,2,3,1991,0,1,3.741231231,2.037172276,1,3544622
Kanombe,Apartment,103,3,2,1,1991,0,0,10.01644193,2.167116119,1,1417278
Kibagabaga,House,113,1,1,3,2013,1,1,5.577330803,1.489372531,1,255592
Kimironko,Bungalow,174,1,3,3,1992,0,1,5.411445768,1.188618487,1,4055268
Kicukiro,Apartment,151,5,2,2,1983,1,0,5.83509823,3.037939801,1,3534299
Kacyiru,Bungalow,205,2,3,1,2020,1,1,4.584786826,2.224674524,0,4542607
Kimironko,Apartment,174,1,2,3,1984,0,1,8.35976127,1.924500732,1,3403764
Remera,Apartment,151,1,3,2,2011,0,1,4.28103047,1.696374939,0,4477632
Kacyiru,House,110,1,2,3,1985,1,0,5.46981125,2.731253294,1,1359003
Kibagabaga,Villa,226,4,1,3,2009,1,1,6.645333934,3.022041998,0,3125932
Kanombe,Bungalow,259,4,1,3,1981,0,1,5.061434583,1.663538963,1,5691460
Kanombe,House,177,4,1,2,1981,0,1,4.820966654,3.925393371,0,7114928
Remera,Apartment,208,2,3,1,2023,0,1,6.043654594,0.029979663,1,4333960
Kibagabaga,Bungalow,86,2,2,1,1990,0,1,6.777906419,0.581870177,0,2029614
Kacyiru,Bungalow,97,4,3,2,1994,1,0,4.35269142,1.814612542,1,4645200
Nyarutarama,Apartment,116,3,3,1,2011,1,0,4.011884731,4.128972461,1,5845365
Kibagabaga,Bungalow,152,3,2,2,2021,0,1,2.182387628,1.469371397,1,4452349
Gacuriro,House,118,4,2,1,1989,0,1,5.063738247,1.795428972,0,1620926
Kanombe,Villa,106,5,3,2,1985,1,1,3.989945311,1.989048151,1,5290038
Kibagabaga,Villa,158,3,2,2,2013,0,0,6.243540939,2.233148293,1,4382690
Kimironko,Apartment,85,1,1,2,2001,1,1,5.448094886,1.609657588,0,654178
Kanombe,Bungalow,55,3,1,2,2019,1,0,4.596783867,0.478826499,0,3612068
Kicukiro,Villa,165,1,2,1,2005,1,0,4.791377388,1.216325259,1,2496767
Kacyiru,Villa,107,5,3,3,1988,1,1,4.322295948,3.362772157,1,6653179
Kacyiru,Villa,170,1,1,2,1988,1,0,5.994423788,0,1,3000425
Nyamirambo,Villa,266,2,2,3,2021,1,1,4.301907073,2.069917884,1,4679647
Kimironko,Apartment,130,5,3,3,1999,1,1,3.88906502,2.262068771,1,7329322
Kacyiru,House,81,1,1,3,2015,1,0,8.299685014,2.45470662,1,1329843
Kimironko,Apartment,117,3,1,2,1993,0,1,2.336587597,3.323928628,0,4407183
Remera,Apartment,124,4,1,2,2017,1,1,9.061719579,0.001628868,1,9396300
Kacyiru,Villa,122,5,1,2,2006,1,0,5.056155466,2.669030498,1,4679817
Kanombe,Apartment,139,4,3,1,2000,1,0,4.030455525,1.548177893,1,3144610
Nyamirambo,Bungalow,279,3,2,3,1993,1,1,5.689021848,2.329005815,1,2663045
Kacyiru,House,165,1,2,1,1990,1,1,3.162405011,1.565918799,0,2968705
Nyarutarama,Apartment,202,4,3,1,1997,1,1,3.721323164,1.925667647,0,2395937
Nyarutarama,Apartment,104,3,2,3,1996,0,1,4.088235708,0.845853759,0,4462981
Kacyiru,Bungalow,209,3,1,1,2015,1,1,1.086699628,1.083481825,1,5390548
Nyarutarama,Bungalow,144,1,2,2,1991,0,1,7.861843519,1.898302019,0,1927014
Nyarutarama,Apartment,202,4,2,1,1993,0,0,7.524122484,0,1,4489020
Gacuriro,Villa,162,2,2,2,1987,1,1,5.543552546,1.736609419,0,2784333
Kanombe,Bungalow,241,5,1,2,1997,1,0,7.309106362,1.553051898,1,3205841
Kacyiru,Apartment,77,5,2,1,1982,1,0,4.314106096,1.990197844,1,1056640
Nyamirambo,Apartment,131,2,1,1,2008,1,0,6.706407577,2.393515469,1,-37502
Remera,Villa,144,4,1,3,1995,1,1,5.72326928,2.088684746,1,5498194
Kibagabaga,Bungalow,206,3,2,2,2023,1,0,2.133291626,1.099172756,0,4871229
Kibagabaga,Bungalow,154,2,3,3,2023,1,1,6.588570386,0,1,1075916
Nyarutarama,Bungalow,137,5,1,2,1990,1,0,2.472485127,2.21608952,1,4549762
Kibagabaga,House,173,5,3,1,2008,1,0,4.372624156,0.843684491,1,8470671
Gacuriro,House,139,1,2,1,2004,0,1,6.758803682,0,1,3387723
Kimironko,Villa,181,1,2,1,1981,0,1,1.233201161,3.443223842,1,7249509
Kibagabaga,House,218,3,2,3,1984,1,0,4.553581519,1.851579561,1,6101321
Remera,Apartment,157,1,2,1,1981,1,0,4.211196786,1.601116885,1,8984958
Gacuriro,Villa,119,4,2,2,1992,1,0,7.72803767,0.025038598,1,4776290
Kibagabaga,Bungalow,125,5,3,2,2011,1,0,4.911121365,2.52132513,1,2932546
Nyamirambo,Bungalow,147,3,1,3,1981,1,1,4.557144972,1.857114824,1,3216300
Kanombe,Bungalow,211,2,3,3,2018,1,0,1.456312583,2.515573796,0,5662101
Gacuriro,Apartment,167,1,1,1,2020,1,0,7.658595092,2.47023851,1,5530946
Kanombe,Villa,71,1,3,3,1997,1,0,7.529372373,3.310812117,1,-908016
Kicukiro,Apartment,238,4,1,2,2011,0,0,8.043925173,2.080173747,1,3990663
Kimironko,Apartment,197,2,2,2,2008,0,0,3.798824312,1.323923929,1,5496243
Kibagabaga,Apartment,195,5,2,3,2022,1,0,5.063390163,2.158481679,1,6597417
Remera,Apartment,157,1,2,1,2006,1,0,5.357756646,2.638263174,1,1859627
Kacyiru,Apartment,245,2,1,3,2001,1,0,5.032723576,2.63500062,1,2568744
Kicukiro,House,149,4,2,3,1988,0,0,1.765600155,2.842612236,0,4038572
Kanombe,Bungalow,166,5,1,3,1987,1,1,4.394764711,1.152543333,1,8010074
Nyarutarama,Bungalow,104,5,3,1,1988,0,1,5.61578,2.335464316,1,3598358
Kimironko,House,172,3,2,3,1998,1,1,3.073018845,1.824325336,1,6488085
Kibagabaga,Villa,86,5,2,2,2005,0,1,4.83350802,0.992063295,0,3749123
Remera,Bungalow,173,5,2,3,2017,0,1,3.746003874,0,1,9898977
Gacuriro,Apartment,86,5,1,2,2010,0,1,4.203446259,2.176845336,1,-665634
Kicukiro,House,87,3,3,3,2003,1,1,3.891551537,1.734467547,1,2707226
Kanombe,House,194,3,2,3,2010,1,0,6.256760788,0.996585012,1,5919728
Remera,Apartment,186,1,2,2,1981,0,1,3.011582122,1.689576246,1,2958257
Remera,House,168,4,3,1,1995,0,1,3.358705161,3.103799213,1,5041637
Kanombe,Bungalow,117,3,2,1,1992,0,0,5.649199758,1.185031433,1,5235119
Gacuriro,Villa,50,1,2,2,2010,1,0,9.430007051,2.527639388,1,-1633134
Nyamirambo,Apartment,248,1,2,2,1981,1,0,4.367322156,2.406932157,0,5607206
Remera,Villa,177,3,2,2,2001,1,0,2.31009271,2.766804097,0,6407876
Nyarutarama,Villa,136,3,2,1,1980,0,0,4.311039456,0.318183901,1,7895769
Gacuriro,House,131,2,1,2,2002,0,1,8.516687263,2.508775943,1,3160037
Gacuriro,Villa,129,2,2,2,2009,0,0,2.892684466,1.845175143,1,1422751
Kicukiro,House,80,1,1,2,2005,1,1,4.196272223,3.503189532,1,3843793
Nyamirambo,Villa,243,4,1,3,1991,1,0,4.652926345,2.464971462,1,5158471
Remera,Apartment,143,4,2,2,1983,1,1,5.081488785,2.211733169,1,5522733
Nyamirambo,Villa,79,1,3,3,1983,1,0,4.68227557,1.897539762,0,4804994
Kicukiro,House,173,4,1,2,1996,0,0,5.828686126,1.448565738,1,4222315
Kacyiru,Villa,188,4,3,2,1988,1,1,4.25607206,0.321337348,1,3839297
Gacuriro,Bungalow,64,5,1,1,1981,1,0,4.925925571,3.13546688,0,3949137
Kimironko,Villa,233,2,1,3,2016,0,1,6.341265578,0,1,6930116
Kibagabaga,House,279,2,2,2,1999,0,0,8.957260301,1.219142831,1,5216560
Nyarutarama,Villa,149,4,3,1,1982,0,1,5.59616945,2.847658857,0,6221238
Gacuriro,House,177,4,2,1,1998,1,0,4.022082401,2.720164384,1,5478910
Nyamirambo,Villa,164,3,1,3,2014,0,1,3.83357903,2.578522686,1,844715
Kacyiru,Villa,122,5,2,1,2022,1,0,3.828881148,2.788665597,1,2613255
Kicukiro,House,129,5,3,1,1986,1,1,6.748936907,1.495031174,0,6760635
Nyarutarama,House,102,1,2,2,1998,1,0,4.724779994,0.821673807,1,5609138
Kibagabaga,Bungalow,199,5,2,1,2009,1,0,4.297498918,1.274845076,1,6611556
Nyarutarama,House,123,5,2,2,2017,0,1,5.063871765,1.534699539,1,4536983
Nyarutarama,Villa,91,3,1,1,1985,0,1,6.039532434,2.389657786,0,-1699098
Kacyiru,Apartment,152,1,3,1,2021,1,1,1.769729555,1.422856114,1,5553749
Remera,Apartment,130,3,2,1,1996,1,1,6.560770233,3.760326679,0,6287146
Kicukiro,House,80,2,1,3,1994,0,0,8.313237135,0.497311477,1,578797
Kibagabaga,Apartment,180,3,1,3,2003,1,0,7.716315905,0.945134013,1,142604
Nyarutarama,Apartment,110,1,3,3,1993,0,1,4.678084949,2.108238978,0,1759499
Remera,Villa,217,5,1,2,2009,1,0,5.789147585,5.330265327,1,4516722
Remera,Bungalow,86,5,2,3,1990,1,1,5.904304256,1.991978991,0,330457
Kacyiru,Bungalow,161,1,2,3,2016,1,1,5.29818389,1.619984086,1,3494182
Nyarutarama,Villa,244,1,3,3,2003,0,1,0.719129335,0.686922921,1,2143702
Gacuriro,House,96,1,1,1,2017,1,1,4.983065585,1.102820024,0,6295597
Nyamirambo,Bungalow,220,4,2,1,2001,1,0,7.02911649,1.7046089,1,314996
Kacyiru,Apartment,187,4,1,1,2017,1,0,4.700458059,2.009481126,1,7819957
Gacuriro,Bungalow,228,5,3,2,2020,1,1,3.00379814,2.180107823,1,5541451
Gacuriro,House,69,2,3,1,1982,1,1,5.223772346,1.749436165,1,5109496
Nyarutarama,Bungalow,92,5,3,2,2006,1,1,4.421246593,1.495577701,0,6384563
Kacyiru,Bungalow,136,3,2,3,2012,0,1,3.530001546,1.771676779,1,5392868
Kibagabaga,Villa,187,5,1,2,2014,1,0,8.962130457,1.878571887,1,5251489
Remera,Villa,125,3,1,2,1996,0,1,2.312030961,3.480247905,0,2473079
Kicukiro,Bungalow,131,1,3,2,1985,0,1,3.358191907,2.847451386,1,3018466
Nyamirambo,Villa,239,4,2,3,2005,1,1,5.747905734,2.252563745,0,6113859
Kibagabaga,Apartment,128,5,1,2,2003,1,0,3.785125984,2.826047744,1,4326982
Kanombe,Bungalow,160,2,1,2,1982,1,1,4.517378061,2.061481491,1,3536127
Kibagabaga,Bungalow,188,3,3,2,1988,1,0,3.034907445,2.872660542,0,7032321
Kacyiru,Bungalow,102,5,3,2,2004,0,0,4.531492934,1.871616543,0,3500307
Kanombe,House,210,1,1,3,2001,0,0,10.03221436,2.028954011,1,1993607
Kibagabaga,Bungalow,83,4,3,1,1989,0,1,6.154695437,1.741303644,1,3673126
Nyamirambo,Apartment,114,3,1,1,2018,1,1,7.714358674,0.374584017,1,3306258
Kimironko,Villa,191,3,3,2,1990,0,0,6.354385115,0.877762671,1,3439538
Nyamirambo,Apartment,134,3,1,1,2019,1,1,4.22795476,2.11853419,1,4057382
Kacyiru,House,153,5,2,3,2023,1,0,6.906912413,2.837874237,1,6377754
Kanombe,House,163,4,3,3,1992,0,0,4.917432231,2.443452907,1,2589066
Kimironko,House,122,3,2,1,2002,0,0,7.231240607,2.017180547,1,-306359
Kibagabaga,Villa,67,1,3,2,2022,0,1,2.584757627,3.640921915,0,2220483
Kacyiru,Villa,162,1,3,2,1995,1,1,7.210337444,2.207718621,1,2536100
Remera,House,118,5,3,2,1987,0,0,3.348625399,3.122177926,1,3750206
Kanombe,House,117,1,2,2,1980,0,1,2.178417873,2.484102147,1,4391667
Kimironko,Apartment,114,5,3,2,2014,0,1,5.919709678,1.251418094,1,3614395
Kacyiru,House,169,3,1,1,1996,1,0,4.415960444,1.087997715,1,1317057
Nyamirambo,Bungalow,198,2,3,2,1996,0,0,5.11938286,2.921508603,1,5567151
Remera,Bungalow,95,4,1,1,1983,0,0,6.576555101,1.73392572,0,577253
Kimironko,House,172,4,2,2,1989,0,0,6.173228164,1.944566573,1,2906850
Kibagabaga,Bungalow,207,2,1,1,1995,1,0,6.950118671,1.925871808,1,1698014
Kimironko,Villa,226,3,2,2,1984,1,0,3.334719902,1.785341467,0,7162921
Kibagabaga,House,205,4,2,1,2003,0,0,7.651441688,2.129363708,1,2762209
Gacuriro,Bungalow,114,5,3,1,1982,1,0,7.161728963,0,1,2741624
Remera,House,161,4,3,3,1987,1,1,4.725962276,1.940630523,1,4264343
Kanombe,Apartment,151,2,1,2,1989,0,0,3.600867526,1.709440619,1,3613261
Kacyiru,House,232,3,3,2,1989,1,0,3.282955662,3.06503205,0,4859957
Kanombe,Apartment,205,3,1,3,2010,0,1,2.479102466,1.481364664,1,3393537
Nyamirambo,Villa,86,5,1,1,2000,1,1,4.792888617,0.802466048,1,1490933
Kibagabaga,Bungalow,160,1,2,3,2019,0,1,2.6921229,1.484832136,1,5744230
Kibagabaga,House,163,4,2,1,2021,0,0,2.456258167,3.035566053,1,2834660
Kicukiro,Villa,62,2,1,1,1994,1,1,7.294082052,2.591381872,1,1933860
Kimironko,Bungalow,50,5,2,2,1985,1,1,3.925386638,2.24896181,1,4462414
Gacuriro,Apartment,222,2,1,3,2002,1,0,3.950687589,1.577805353,1,5460571
Kicukiro,Villa,165,4,2,1,2022,1,1,8.421048668,1.093743731,1,4179355
Nyarutarama,Bungalow,194,1,2,1,2019,1,1,5.608420909,2.592865357,0,2153962
Nyarutarama,Apartment,196,1,1,3,2020,1,0,4.327617741,1.512837987,1,3325389
Gacuriro,Villa,137,4,2,3,1982,0,0,6.074738653,2.234422221,1,2523526
Kacyiru,Bungalow,161,4,2,2,1995,0,1,5.706224615,2.746329049,0,8925620
Kimironko,Bungalow,184,4,2,3,2010,1,1,4.637623503,3.542598425,1,1673882
Remera,Apartment,124,4,2,2,1987,1,0,6.276240444,1.987030482,1,4487044
Kacyiru,Apartment,153,1,1,1,1987,1,0,5.805238659,1.561025842,0,-2159415
Kimironko,Apartment,173,2,3,3,1983,0,0,5.691135636,2.634450348,0,4915962
Nyamirambo,House,169,4,2,3,1990,0,1,7.098323558,3.903879569,1,4304406
Gacuriro,Villa,156,2,1,3,1998,0,0,8.408693831,3.583966112,1,2770595
Kimironko,Apartment,190,4,3,3,1999,0,0,0.614810714,2.411813285,1,4427485
Kacyiru,Villa,98,2,1,1,2021,1,0,4.000006118,2.418728696,1,1664142
Nyarutarama,Villa,131,1,2,3,1982,0,0,2.156424185,1.829049941,1,4147627
Kanombe,Villa,112,3,2,2,2023,1,1,5.653859889,1.506471886,1,5639477
Remera,Apartment,119,2,2,1,2007,1,0,5.964610537,0.902369663,1,1417531
Kacyiru,House,141,1,2,3,1994,1,1,7.570944453,3.182708457,1,5700362
Gacuriro,Villa,185,4,2,1,2015,1,1,0.847480826,3.761946852,0,2409602
Nyarutarama,Apartment,90,5,1,1,2000,1,1,5.393859283,2.31238111,1,4930855
Kicukiro,Villa,200,2,2,2,2021,0,1,4.501406961,2.99635659,0,865933
Nyarutarama,Villa,190,3,3,1,2014,1,1,2.640621499,2.498429365,1,5774818
Kacyiru,Villa,126,4,2,3,2014,1,0,2.015769116,1.577921014,1,4325810
Kicukiro,Villa,86,4,3,2,2016,1,0,5.599701473,0.761006348,0,1728691
Kimironko,Bungalow,164,1,1,3,1999,0,1,4.570515237,3.235785251,1,3935845
Kicukiro,House,143,1,2,3,2017,0,1,7.771875283,1.136893006,1,3164434
Kacyiru,Bungalow,97,4,3,3,1992,1,1,6.184182298,0.508746616,1,10106205
Nyarutarama,Villa,158,5,2,1,1996,1,1,8.278120687,2.422237896,0,1413550
Kimironko,House,145,2,1,1,1994,0,0,2.572975014,0.679476372,0,-550074
Kimironko,House,179,5,2,2,2012,1,0,7.979004591,1.226472993,1,6232720
Nyarutarama,Apartment,135,5,2,3,1983,1,1,4.111849682,2.456502384,1,6388240
Kibagabaga,Bungalow,169,3,1,1,1994,1,1,6.741836441,1.661132773,1,6078841
Kacyiru,Apartment,196,1,2,3,2008,1,0,6.175288636,1.08690984,1,4214067
Kacyiru,House,154,1,3,3,2000,0,0,6.498001456,1.940782712,1,374759
Kibagabaga,Apartment,161,1,1,2,1982,0,0,6.846541742,3.7899587,1,1445815
Nyarutarama,House,200,3,2,1,2004,1,0,4.187802817,3.61022004,1,3597657
Kacyiru,House,87,5,3,2,2023,1,1,3.904943858,0.544362796,1,1887400
Gacuriro,Villa,136,4,1,2,2000,1,0,4.690070512,1.758714278,1,4541859
Remera,House,187,4,1,1,1980,0,0,7.071092621,2.055041194,1,-25520
Nyamirambo,Apartment,118,3,1,1,2017,1,0,4.477163208,1.405179405,0,4229255
Kanombe,Bungalow,127,1,1,3,2020,1,1,2.747527256,1.140281731,0,6384452
Kimironko,Villa,257,2,3,2,1987,1,1,6.34490476,1.362718191,0,5070696
Kibagabaga,Apartment,233,1,2,2,2002,0,1,5.423274527,0,1,2858339
Nyamirambo,Bungalow,83,3,1,1,2020,1,0,4.622258911,0.501307165,0,3007600
Kicukiro,House,146,5,1,2,2009,1,1,4.968959256,1.358301578,1,4411008
Gacuriro,Bungalow,181,5,2,3,1997,0,0,3.16177522,2.244747932,0,7108348
Nyarutarama,Bungalow,164,2,2,1,2002,1,1,4.198879765,2.472662134,1,1307038
Remera,Apartment,197,2,2,2,1993,1,1,2.93743453,2.881023228,0,6572327
Kacyiru,House,114,5,1,3,2021,1,0,9.04508577,3.576611341,1,3399133
Gacuriro,Apartment,127,3,3,1,2019,0,0,3.358070833,1.662089692,0,3946651
Kibagabaga,Villa,212,3,1,1,2009,0,0,6.494532575,0.826237041,0,1264478
Remera,Bungalow,166,2,3,2,1980,0,1,5.653003914,0.164189492,1,6208704
Kanombe,House,195,3,1,1,2018,1,0,4.434778806,0.439261705,1,3492469
Kimironko,Villa,71,3,3,2,1999,1,0,5.724382445,1.874467059,0,3242117
Gacuriro,House,156,5,1,1,1996,1,1,6.099146769,3.91344931,1,3742003
Nyarutarama,Bungalow,123,4,1,3,1994,1,1,5.233020324,2.770909303,0,3720948
Gacuriro,Bungalow,65,3,2,1,1981,0,0,4.118420162,1.717630676,0,2242621
Nyarutarama,Bungalow,204,1,1,2,2007,0,0,8.263441469,3.335102699,1,3312944
Kicukiro,Bungalow,167,5,1,1,2018,1,1,6.785577905,1.346332538,1,5508493
Nyamirambo,House,159,2,2,3,1997,0,0,0.403062101,2.362233083,1,9298233
